,Time,Age,Gender,City,Seniority level,Position,Experience,Language,Brutto,Bonus,Vacation,WFH,Language@Work,Company name,Company size,Company type,Сontract duration,Company business sector,Employment status
503,04.12.2019 22:31:12,30.0,Male,Berlin,Senior,Data Scientist,4,SQL,66000.0,,25.0,4.0,English,,100-1000,Startup,unlimited,Transport,
504,04.12.2019 22:48:15,26.0,Male,Frankfurt,Junior,Business Analyst,1,Not Relevant,44000.0,,28.0,,Deutsch,,1000+,Consulting / Agency,unlimited,Finance / Insurance,
505,04.12.2019 22:52:47,,Male,Berlin,Senior,Backend Developer,15,PHP,58000.0,,30.0,2.0,English,,100-1000,Product,unlimited,Media,
506,04.12.2019 22:56:12,,Male,Berlin,Senior,Researcher,9,Python,112000.0,16000.0,,,English,,1000+,Product,,Сommerce,
507,04.12.2019 23:10:59,23.0,Male,Cologne,Junior,Fullstack Developer,1,Java,30000.0,,,5.0,Deutsch,Zortify ,up to 10,Startup,1 year,HR,
508,04.12.2019 23:12:54,26.0,Male,Amsterdam,Middle,Data Scientist,5,Python,85000.0,25000.0,,,English,,100-1000,Product,unlimited,,
509,04.12.2019 23:22:22,44.0,Male,Hamburg,Senior,"CTO (CEO, CFO)",15,PHP,100000.0,,28.0,5.0,Deutsch,,100-1000,Product,unlimited,Scientific Activities,
510,04.12.2019 23:52:25,30.0,Male,Frankfurt,Senior,Data Scientist,4,Python,80000.0,8000.0,30.0,5.0,English,AGT International ,50-100,Product,unlimited,Сommerce,
511,05.12.2019 00:03:16,37.0,Male,Berlin,Senior,Manager,15,Python,80000.0,,28.0,4.0,English,,100-1000,Startup,unlimited,SAS,
512,05.12.2019 00:04:58,46.0,Male,Hamburg,Senior,Fullstack Developer,11,Java,60000.0,,30.0,,Deutsch,,10-50,Product,more than 1 year,Scientific Activities,
513,05.12.2019 00:07:27,28.0,Male,Munich,Middle,Data Engineer,4,Python,60000.0,3000.0,30.0,,English,,10-50,Consulting / Agency,unlimited,Transport,
514,05.12.2019 00:27:04,41.0,Male,Heidelberg,Senior,Data Scientist,10,Python,133000.0,,28.0,15.0,English,Konux,50-100,Startup,unlimited,Transport,
515,05.12.2019 00:46:31,24.0,Male,Brussels,Junior,Data Scientist,2,Python,33000.0,,31.0,,French,,1000+,Consulting / Agency,unlimited,IT,
516,05.12.2019 00:47:21,,Male,Munich,Senior,Manager,16,R,64000.0,20000.0,29.0,,English,Accenture,1000+,Consulting / Agency,more than 1 year,,
517,05.12.2019 00:47:52,,Male,Munich,Senior,Manager,16,R,64000.0,20000.0,29.0,,English,Accenture,1000+,Consulting / Agency,more than 1 year,,
518,05.12.2019 01:17:29,27.0,Male,Berlin,Senior,Business Analyst,5,Python,62000.0,,26.0,4.0,English,,100-1000,Consulting / Agency,unlimited,Finance / Insurance,
519,05.12.2019 02:54:24,39.0,Male,Berlin,Senior,Data Scientist,5,Not Relevant,85000.0,,,,Deutsch,,,,6 months,Manufacture,
520,05.12.2019 05:53:14,31.0,Male,Berlin,Middle,Product Manager,5,Not Relevant,55000.0,1.0,24.0,4.0,Deutsch,,50-100,Product,more than 1 year,Education,
521,05.12.2019 07:02:04,40.0,Female,Berlin,Senior,Backend Developer,10,C/C++,68000.0,,25.0,4.0,English,,10-50,Startup,unlimited,Health,
522,05.12.2019 07:16:22,35.0,Male,Berlin,Senior,Software Architect,8,Java,85000.0,10000.0,28.0,5.0,English,eBay,1000+,Product,unlimited,Сommerce,
523,05.12.2019 07:41:11,36.0,Male,Bielefeld,Senior,Fullstack Developer,16,PHP,72000.0,,24.0,4.0,English,Egoditor,10-50,Product,unlimited,Software Development,
524,05.12.2019 07:41:29,30.0,Female,Berlin,Junior,QA,1,,34000.0,2000.0,30.0,,English,,10-50,Startup,unlimited,Finance / Insurance,
525,05.12.2019 07:42:47,27.0,Male,Berlin,Senior,Backend Developer,8,Go,70000.0,5000.0,30.0,4.0,English,,1000+,Product,more than 1 year,Transport,
526,05.12.2019 07:44:47,30.0,Male,Berlin,Senior,DevOps,8,Java,63600.0,7000.0,32.0,4.0,English,maps and navigation,1000+,Product,unlimited,Transport,
527,05.12.2019 07:57:37,30.0,Male,Berlin,Senior,Backend Developer,9,Java,79000.0,0.0,27.0,4.0,English,,100-1000,Startup,unlimited,Tourism,
528,05.12.2019 08:06:00,,Female,Berlin,Senior,Fullstack Developer,10,Java,68000.0,1500.0,30.0,2.0,Deutsch,,100-1000,Consulting / Agency,unlimited,Finance / Insurance,
529,05.12.2019 08:11:01,34.0,Male,Berlin,Senior,Backend Developer,6,Python,60000.0,,,,Deutsch,,50-100,Product,unlimited,,
530,05.12.2019 08:20:02,40.0,Female,Munich,Middle,Backend Developer,15,C/C++,68000.0,,28.0,,English,,100-1000,Product,unlimited,Сommerce,
531,05.12.2019 08:27:01,40.0,Female,Munich,Middle,Backend Developer,15,C/C++,68000.0,,,,English,,100-1000,Product,unlimited,Сommerce,
532,05.12.2019 08:32:27,33.0,Male,Berlin,Senior,Backend Developer,11,Ruby,91000.0,,29.0,4.0,English,,100-1000,Product,unlimited,Finance / Insurance,
533,05.12.2019 08:44:13,35.0,Male,Berlin,Senior,Backend Developer,12,PHP,90000.0,0.0,24.0,3.0,English,,up to 10,Startup,unlimited,Сommerce,
534,05.12.2019 08:46:19,,Female,Berlin,Senior,QA,13,Java,63000.0,6000.0,30.0,4.0,English,,10-50,Startup,unlimited,Scientific Activities,
535,05.12.2019 08:55:01,34.0,Female,Berlin,Middle,Data Scientist,2,Python,65000.0,,30.0,4.0,English,,1000+,Consulting / Agency,unlimited,,
536,05.12.2019 09:05:23,42.0,Male,Berlin,Senior,Software Architect,20,C/C++,95000.0,10.0,30.0,,English,,1000+,Product,unlimited,Transport,
537,05.12.2019 09:09:26,30.0,Female,Berlin,Middle,Data Scientist,5,Python,65000.0,0.0,30.0,5.0,English,,1000+,Product,more than 1 year,Real Estate,
538,05.12.2019 09:13:33,30.0,Male,Berlin,Senior,Backend Developer,10,Python,75000.0,,27.0,,English,,100-1000,Startup,more than 1 year,,
539,05.12.2019 09:14:09,30.0,Male,Berlin,Senior,Fullstack Developer,6,Javascript / Typescript,70000.0,0.0,23.0,8.0,English,,10-50,Product,unlimited,Real Estate,
540,05.12.2019 09:29:12,32.0,Female,Berlin,Middle,Mobile Developer,7,Kotlin,55000.0,,23.0,4.0,English,,1000+,Product,unlimited,Сommerce,
541,05.12.2019 09:29:58,29.0,Female,Berlin,Middle,Data Scientist,2,Python,40000.0,0.0,29.0,,English,diconium,100-1000,,unlimited,IT,
542,05.12.2019 09:32:27,,Male,Berlin,Senior,Data Scientist,6,Python,96000.0,12000.0,30.0,,English,,100-1000,Startup,unlimited,,
543,05.12.2019 09:38:10,29.0,Male,Berlin,Senior,Fullstack Developer,8,Javascript / Typescript,72000.0,6000.0,30.0,4.0,English,Yara Digital,1000+,Startup,unlimited,Agriculture,
544,05.12.2019 09:42:06,29.0,Male,Berlin,Middle,Backend Developer,7,Go,60000.0,,,,English,,100-1000,Product,unlimited,,
545,05.12.2019 09:42:21,24.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,63000.0,3000.0,25.0,,English,smava,100-1000,Product,unlimited,Finance / Insurance,
546,05.12.2019 09:47:36,37.0,Male,Berlin,Senior,Data Scientist,15,Not Relevant,85000.0,0.0,25.0,,English,,10-50,Startup,unlimited,Health,
547,05.12.2019 09:48:37,26.0,Male,Frankfurt,Middle,Frontend Developer,6,Javascript / Typescript,76000.0,5000.0,30.0,2.0,Deutsch,,100-1000,Product,unlimited,Finance / Insurance,
548,05.12.2019 09:52:03,37.0,Male,Dublin,Senior,Manager,15,Not Relevant,98000.0,15000.0,26.0,20.0,English,Optum,1000+,Product,unlimited,Finance / Insurance,
549,05.12.2019 09:52:25,36.0,Male,Berlin,Senior,Backend Developer,10,Java,62000.0,,30.0,10.0,Deutsch,,1000+,Product,unlimited,Finance / Insurance,
550,05.12.2019 10:04:30,33.0,Male,Berlin,Senior,Data Engineer,3,Python,63000.0,,30.0,,English,,,Product,unlimited,,
551,05.12.2019 10:25:42,30.0,Male,Berlin,Senior,Software Architect,10,AWS,73000.0,20000.0,28.0,20.0,English,,1000+,Product,unlimited,Cloud,
552,05.12.2019 10:31:36,35.0,Female,Berlin,Junior,Frontend Developer,2,Javascript / Typescript,50000.0,,26.0,2.0,English,relayr,100-1000,Startup,unlimited,IoT,
553,05.12.2019 10:37:31,23.0,Male,Jyvaskyla,Middle,Backend Developer,2,Python,36000.0,,30.0,20.0,English,,100-1000,Product,unlimited,Сommerce,
554,05.12.2019 10:39:25,28.0,Male,Berlin,Senior,Backend Developer,7,Java,80000.0,5000.0,30.0,1.0,English,Akelius,100-1000,Product,unlimited,Real Estate,
555,05.12.2019 10:43:01,31.0,Male,Berlin,Senior,Business Analyst,8,SQL,91000.0,10000.0,28.0,0.0,English,,1000+,Product,unlimited,Сommerce,
556,05.12.2019 10:44:14,28.0,Male,Berlin,Senior,DevOps,6,AWS,70000.0,,28.0,,English,,50-100,Product,unlimited,Finance / Insurance,
557,05.12.2019 11:46:19,27.0,Male,Berlin,Senior,Data Engineer,5,Python,77000.0,11000.0,28.0,2.0,English,,1000+,Product,unlimited,Сommerce,
558,05.12.2019 11:59:21,,Male,Toulouse,Middle,Data Scientist,3,Python,56000.0,3000.0,35.0,8.0,French,,100-1000,Product,unlimited,Manufacture,
559,05.12.2019 12:24:15,32.0,Male,Stuttgart,Senior,Frontend Developer,12,Javascript / Typescript,69000.0,5000.0,30.0,5.0,Deutsch,Daimler,1000+,Product,unlimited,Transport,
560,05.12.2019 12:33:27,35.0,Male,Berlin,Senior,Fullstack Developer,15,PHP,35000.0,0.0,20.0,0.0,English,,1000+,Product,unlimited,Сommerce,
561,05.12.2019 12:56:17,25.0,Male,Berlin,Senior,Frontend Developer,5,Javascript / Typescript,60000.0,,25.0,1.0,English,,100-1000,Product,unlimited,Finance / Insurance,
562,05.12.2019 13:14:29,35.0,Male,Berlin,Senior,Data Engineer,15,Python,75000.0,,28.0,8.0,English,Hellofresh,100-1000,Product,unlimited,Сommerce,
563,05.12.2019 13:14:46,34.0,Female,Munich,Senior,Business Analyst,9,Python,75000.0,0.0,24.0,5.0,English,Pinaccle,50-100,Startup,unlimited,Real Estate,
564,05.12.2019 13:28:32,29.0,Female,Berlin,Middle,Data Scientist,3,Python,57000.0,0.0,30.0,8.0,Deutsch,Europace AG,100-1000,Product,unlimited,Finance / Insurance,
565,05.12.2019 13:37:42,34.0,Male,Frankfurt,Middle,Data Scientist,3,Python,50000.0,0.0,28.0,5.0,English,,1000+,Product,unlimited,Telecom,
566,05.12.2019 13:42:19,35.0,Female,Berlin,Senior,Data Scientist,5,Python,71000.0,,26.0,1.0,English,Bayes Esports Solutions,10-50,Startup,unlimited,Gaming,
567,05.12.2019 13:52:15,34.0,Male,Berlin,Senior,Manager,10,Not Relevant,66000.0,,30.0,,English,,1000+,Bodyshop / Outsource,unlimited,,
568,05.12.2019 13:54:32,39.0,Male,Berlin,Senior,Data Engineer,3,SQL,63000.0,0.0,26.0,0.0,English,,100-1000,Startup,unlimited,IT,
569,05.12.2019 14:01:04,,Female,Berlin,Senior,QA,11,Not Relevant,72500.0,,28.0,,English,,100-1000,Consulting / Agency,unlimited,,
570,05.12.2019 14:10:19,39.0,Male,Dubai,Senior,Researcher,18,Python,120000.0,0.0,20.0,8.0,English,noon,1000+,Startup,more than 1 year,Сommerce,
571,05.12.2019 14:16:49,34.0,Male,Berlin,Senior,Data Scientist,4,R,67000.0,10000.0,27.0,4.0,English,,100-1000,Product,unlimited,Finance / Insurance,
572,05.12.2019 14:23:38,27.0,Male,Munich,Senior,Data Scientist,7,Python,90000.0,,28.0,,English,,100-1000,Product,unlimited,Сommerce,
573,05.12.2019 14:29:09,30.0,Male,Munich,Senior,Backend Developer,10,PHP,80000.0,,31.0,,English,,1000+,Product,unlimited,Transport,
574,05.12.2019 14:51:46,32.0,Female,Munich,Middle,Fullstack Developer,5,Python,70000.0,0.0,25.0,4.0,English,Fineway,50-100,Startup,unlimited,Tourism,
575,05.12.2019 14:59:20,35.0,Male,Berlin,Senior,Mobile Developer,8,Kotlin,65000.0,5000.0,24.0,1.0,Deutsch,,50-100,Product,unlimited,IT,
576,05.12.2019 15:01:08,29.0,Male,Frankfurt,Senior,Data Scientist,1,R,61800.0,7200.0,28.0,,Deutsch,Deloitte ,1000+,Consulting / Agency,unlimited,Finance / Insurance,
577,05.12.2019 15:16:13,34.0,Male,Berlin,Middle,Frontend Developer,3,Javascript / Typescript,50000.0,,27.0,0.0,English,Chal-Tec,100-1000,Product,more than 1 year,Сommerce,
578,05.12.2019 15:49:39,27.0,Male,Berlin,Middle,QA,4,Not Relevant,58000.0,,30.0,4.0,English,1&1 IONOS,100-1000,Product,unlimited,Cloud,
579,05.12.2019 15:52:31,27.0,Male,Berlin,Middle,Frontend Developer,5,Javascript / Typescript,60000.0,5000.0,30.0,8.0,Deutsch,th group,100-1000,Product,unlimited,Сonstruction,
580,05.12.2019 16:09:01,34.0,Male,Hamburg,Senior,Data Scientist,9,Kotlin,100000.0,5000.0,24.0,,English,Jimdo.com ,100-1000,Consulting / Agency,unlimited,Сommerce,
581,05.12.2019 17:46:15,33.0,Male,Berlin,Senior,Frontend Developer,11,Javascript / Typescript,70000.0,0.0,25.0,5.0,English,,10-50,Startup,unlimited,Сommerce,
582,05.12.2019 17:46:24,,Male,Berlin,Senior,Data Scientist,8,Python,105000.0,12000.0,27.0,,English,,1000+,Product,unlimited,,
583,05.12.2019 18:14:53,45.0,Female,Berlin,Senior,QA,15,Java,65000.0,6500.0,30.0,7.0,English,Datenschutz ,100-1000,Startup,unlimited,Finance / Insurance,
584,05.12.2019 18:33:01,35.0,Male,Munich,Senior,Database Developer (DBA),14,,68000.0,0.0,30.0,,English,,100-1000,Consulting / Agency,unlimited,IT,
585,05.12.2019 19:02:28,33.0,Female,Berlin,Middle,Data Scientist,1,Python,50000.0,,30.0,4.0,English,,100-1000,Startup,unlimited,Education,
586,05.12.2019 19:07:30,32.0,Female,Berlin,Senior,QA,8,Python,42000.0,,26.0,3.0,English,-,100-1000,Product,unlimited,Сommerce,
587,05.12.2019 19:09:28,25.0,Male,Moscow,Middle,Frontend Developer,3,Javascript / Typescript,24000.0,5300.0,40.0,1.0,Russian,Yandex,1000+,Product,unlimited,SEO,
588,05.12.2019 19:16:09,27.0,Female,Düsseldorf,Junior,Data Scientist,1,Python,60000.0,,30.0,20.0,English,,1000+,Product,unlimited,Сommerce,
589,05.12.2019 19:31:49,36.0,Male,Hamburg,Lead,Machine Learning Engineer,5,Python,85000.0,10000.0,30.0,5.0,Deutsch,,10-50,Consulting / Agency,unlimited,IT,
590,05.12.2019 19:33:03,33.0,Male,Berlin,Senior,Head of Engineering,16,Not Relevant,115000.0,,28.0,4.0,English,,100-1000,Product,unlimited,Сommerce,
591,05.12.2019 20:07:56,42.0,Male,Munich,Middle,DevOps,7,AWS,63000.0,5000.0,30.0,6.0,English,,100-1000,Product,unlimited,Tourism,
592,05.12.2019 20:20:22,32.0,Male,Berlin,Middle,Backend Developer,2,Java,53900.0,0.0,28.0,4.0,English,Zalando,1000+,Product,unlimited,Сommerce,
593,05.12.2019 20:57:02,37.0,Male,Munich,Senior,Backend Developer,14,C/C++,72000.0,3000.0,27.0,2.0,English,,100-1000,Product,unlimited,Finance / Insurance,
594,05.12.2019 21:14:36,32.0,Male,Berlin,Senior,Backend Developer,10,Java,110000.0,,,,Deutsch,,100-1000,Consulting / Agency,6 months,Transport,
595,05.12.2019 21:21:47,42.0,Male,Frankfurt,Senior,Manager,18,Not Relevant,83000.0,5500.0,30.0,4.0,Deutsch,Finance Consulting,1000+,Consulting / Agency,unlimited,Finance / Insurance,
596,05.12.2019 21:34:35,37.0,Male,Hamburg,Senior,Backend Developer,12,Java,72000.0,0.0,29.0,20.0,English,Smaato,100-1000,Product,unlimited,Сommerce,
597,05.12.2019 21:52:03,34.0,Male,Munich,Senior,Backend Developer,12,Java,73000.0,,30.0,,English,1&1,1000+,Product,unlimited,IT,
598,05.12.2019 22:11:37,,Male,Munich,Principal,Backend Developer,11,Java,115000.0,26000.0,28.0,,English,,1000+,Product,,,
599,05.12.2019 22:13:22,,Female,Stuttgart,Senior,SAP Consultant,7,Not Relevant,96000.0,12000.0,,,Deutsch,,100-1000,Product,,Manufacture,
600,05.12.2019 22:22:55,32.0,Male,Berlin,Senior,Backend Developer,12,Ruby,75000.0,5500.0,25.0,4.0,English,,100-1000,Product,unlimited,Advertising,
601,05.12.2019 22:32:20,33.0,Male,Zurich,Senior,Backend Developer,6,Java,110000.0,10000.0,20.0,,Deutsch,,100-1000,Consulting / Agency,unlimited,Сommerce,
602,05.12.2019 22:37:31,27.0,Male,Berlin,Senior,Backend Developer,6,Java,70000.0,,30.0,,English,,100-1000,Product,unlimited,Real Estate,
603,05.12.2019 22:56:32,48.0,Male,Berlin,,System Administrator,18,Powershell,55000.0,,28.0,1.0,English,,100-1000,Product,unlimited,,
604,05.12.2019 23:00:36,28.0,Female,Berlin,Junior,Data Scientist,1,R,50000.0,,30.0,,Deutsch,,10-50,Consulting / Agency,unlimited,Agriculture,
605,05.12.2019 23:06:14,32.0,Male,Berlin,Lead,Software Engineer,10,Not Relevant,83000.0,,28.0,,English,,1000+,Product,unlimited,Transport,
606,05.12.2019 23:22:42,26.0,Male,Munich,Middle,Backend Developer,3,Java,56000.0,,,,English,,,Product,unlimited,,
607,05.12.2019 23:30:41,33.0,Female,Hamburg,Senior,QA,12,Not Relevant,65000.0,5500.0,30.0,8.0,English,,100-1000,Product,unlimited,Transport,
608,05.12.2019 23:53:39,31.0,Female,Berlin,Middle,Data Scientist,2,Python,62000.0,,31.0,20.0,English,,100-1000,Startup,more than 1 year,Agriculture,
609,06.12.2019 00:12:12,30.0,Male,Berlin,Senior,Fullstack Developer,8,Java,60000.0,0.0,27.0,20.0,English,Online dating,100-1000,Product,unlimited,Dating,
610,06.12.2019 00:16:16,35.0,Male,Berlin,Senior,Tech Lead,16,AWS,107000.0,,30.0,5.0,English,,100-1000,Product,unlimited,IT,
611,06.12.2019 00:21:47,32.0,Male,Berlin,Senior,Mobile Developer,10,Kotlin,78000.0,,30.0,,English,,50-100,Consulting / Agency,unlimited,Transport,
612,06.12.2019 01:53:55,38.0,Male,Berlin,Senior,Software Architect,16,Javascript / Typescript,75000.0,,24.0,0.0,English,Hoeffner ,1000+,Product,unlimited,Сommerce,
613,06.12.2019 07:46:19,28.0,Male,Berlin,Senior,Backend Developer,4,Go,75000.0,1.0,30.0,4.0,English,Video Entertainment,100-1000,Product,unlimited,Entertainment,
614,06.12.2019 07:56:25,,Male,Munich,Senior,Manager,19,Not Relevant,96000.0,11000.0,31.0,5.0,English,Intel,1000+,Product,unlimited,Manufacture,
615,06.12.2019 08:03:53,34.0,Male,Lingen,Senior,Mobile Developer,8,Kotlin,65000.0,0.0,24.0,20.0,Deutsch,d.velop,100-1000,Product,unlimited,Finance / Insurance,
616,06.12.2019 08:11:52,31.0,Male,Berlin,Senior,Fullstack Developer,9,Javascript / Typescript,65000.0,,26.0,4.0,English,Customer Alliance,50-100,Product,more than 1 year,Tourism,
617,06.12.2019 08:13:15,30.0,Male,Munich,Senior,QA,9,Java,68000.0,8000.0,30.0,20.0,English,,1000+,Product,unlimited,IT,
618,06.12.2019 09:30:45,,Male,Frankfurt,Senior,Data Scientist,8,R,106000.0,43000.0,25.0,,Deutsch,,100-1000,Product,,Finance / Insurance,
619,06.12.2019 09:39:46,,Male,Warsaw,Senior,Frontend Developer,8,Javascript / Typescript,70000.0,5000.0,,,Russian,Compatibl,100-1000,,,Finance / Insurance,
620,06.12.2019 09:41:21,33.0,Male,Berlin,Senior,QA,14,Python,52000.0,,24.0,4.0,English,,1000+,Product,unlimited,Сommerce,
621,06.12.2019 09:59:35,37.0,Male,Berlin,Senior,Data Engineer,13,Python,68000.0,,27.0,,English,,50-100,Product,unlimited,Software Development,
622,06.12.2019 10:19:22,,Male,Berlin,Senior,Machine Learning Engineer,6,Python,102000.0,15000.0,30.0,,Deutsch,,1000+,Product,unlimited,,
623,06.12.2019 10:22:12,,Male,Hamburg,Senior,Mobile Developer,10,.NET,80000.0,45000.0,25.0,,English,,100-1000,Startup,unlimited,Gaming,
624,06.12.2019 10:23:25,,Female,Berlin,Senior,Manager,7,Not Relevant,90000.0,9000.0,28.0,,English,,1000+,Product,,Сommerce,
625,06.12.2019 10:40:25,,Male,Amsterdam,Lead,Data Scientist,11,Python,128000.0,25000.0,30.0,,English,,1000+,,,,
626,06.12.2019 11:05:29,28.0,Male,Munich,Senior,Fullstack Developer,3,Not Relevant,63000.0,,30.0,,English,,1000+,Product,unlimited,Health,
627,06.12.2019 11:14:46,28.0,Male,Berlin,Lead,Frontend Developer,8,Javascript / Typescript,82000.0,0.0,30.0,4.0,English,,100-1000,Product,unlimited,Transport,
628,06.12.2019 12:07:50,26.0,Male,Munich,Middle,Fullstack Developer,5,Javascript / Typescript,50000.0,4000.0,25.0,,English,,1000+,Product,unlimited,Сommerce,
629,06.12.2019 12:51:07,,Male,Munich,Senior,Software Architect,9,Java,120000.0,30000.0,30.0,,English,,1000+,,,,
630,06.12.2019 13:58:31,39.0,Male,Berlin,Middle,Backend Developer,9,Java,64800.0,5000.0,25.0,0.0,English,,100-1000,Consulting / Agency,unlimited,Сommerce,
631,06.12.2019 14:18:14,28.0,Female,Berlin,Senior,Backend Developer,6,Ruby,55000.0,,28.0,5.0,English,,10-50,Product,unlimited,Finance / Insurance,
632,06.12.2019 14:19:12,48.0,Male,Berlin,Senior,Backend Developer,15,Java,65000.0,,29.0,8.0,Deutsch,,100-1000,Bodyshop / Outsource,unlimited,IT,
633,06.12.2019 14:27:04,35.0,Male,Berlin,Middle,Manager,7,R,100000.0,5000.0,,,English,,100-1000,Product,unlimited,,
634,06.12.2019 14:27:12,,Male,Munich,,Embedded Developer,8,C/C++,110000.0,25000.0,32.0,,Deutsch,,1000+,,,Manufacture,
635,06.12.2019 14:43:54,,Male,Munich,Lead,Machine Learning Engineer,9,Python,110000.0,25000.0,30.0,,Deutsch,,100-1000,Startup,,Scientific Activities,
636,06.12.2019 18:19:13,30.0,Female,Berlin,Middle,Software Engineer,7,AWS,66000.0,,30.0,4.0,English,,1000+,Product,unlimited,Real Estate,
637,06.12.2019 19:04:23,38.0,Male,Dresden,Senior,Embedded Developer,8,C/C++,55000.0,3000.0,,,Deutsch,,100-1000,Product,unlimited,Manufacture,
638,06.12.2019 19:42:08,27.0,Male,Berlin,Senior,Data Scientist,5,Python,125000.0,0.0,20.0,20.0,Russian,Terra,100-1000,Consulting / Agency,unlimited,Finance / Insurance,
639,06.12.2019 19:50:20,27.0,Female,Berlin,Middle,Cloud Platform Engineer,6,AWS,70000.0,,32.0,4.0,English,Scout24 ,1000+,Product,unlimited,Сommerce,
640,06.12.2019 20:14:09,37.0,Male,Lugano,Middle,Fullstack Developer,3,.NET,84000.0,0.0,,,Italian,,10-50,Product,unlimited,Manufacture,
641,06.12.2019 20:53:53,30.0,Male,Berlin,Middle,Fullstack Developer,2,Java,51072.0,2300.0,30.0,4.0,Deutsch,,100-1000,Consulting / Agency,unlimited,,
642,06.12.2019 22:19:00,,Male,Berlin,Senior,Backend Developer,8,Python,80000.0,8000.0,30.0,,English,,1000+,Product,,Transport,
643,06.12.2019 22:25:34,32.0,Male,Berlin,Head,Data Scientist,10,Python,130000.0,35000.0,30.0,,English,,50-100,Startup,,Сommerce,
644,06.12.2019 22:32:00,35.0,Male,Frankfurt,Senior,Backend Developer,16,C/C++,110000.0,55000.0,29.0,,English,,100-1000,Product,,Finance / Insurance,
645,06.12.2019 22:37:07,34.0,Male,Berlin,Senior,Backend Developer,14,Rust,86000.0,7500.0,25.0,,English,,50-100,Startup,1 year,Сommerce,
646,06.12.2019 22:43:34,27.0,Male,Berlin,Head,"CTO (CEO, CFO)",6,Python,24000.0,,4.0,,English,,10-50,Startup,unlimited,,
647,06.12.2019 22:47:34,38.0,Female,Stuttgart,Senior,Embedded Developer,14,C/C++,82000.0,5000.0,32.0,4.0,Deutsch,,100-1000,Product,unlimited,Manufacture,
648,06.12.2019 22:50:38,41.0,Male,Berlin,Senior,Crypto Developer,20,Solidity,140000.0,,20.0,,English,Cryptocurrencies,up to 10,Consulting / Agency,unlimited,Finance / Insurance,
649,07.12.2019 00:40:44,32.0,Female,Berlin,Senior,Backend Developer,13,PHP,64000.0,,27.0,,English,,100-1000,Startup,unlimited,,
650,07.12.2019 09:33:27,29.0,Male,Munich,Senior,Embedded Developer,4,ASM,74000.0,10000.0,30.0,10.0,English,Consumer,100-1000,Product,unlimited,Software Development,
651,07.12.2019 09:39:37,31.0,Female,Berlin,Middle,Data Scientist,1,Python,59000.0,19000.0,30.0,,English,,100-1000,Consulting / Agency,unlimited,Transport,
652,07.12.2019 12:47:38,37.0,Male,Cologne,Middle,QA,4,Not Relevant,53000.0,,30.0,0.0,Deutsch,,10-50,Consulting / Agency,unlimited,Software Development,
653,07.12.2019 13:43:00,32.0,Male,Berlin,Senior,Data Scientist,10,Python,103000.0,15000.0,25.0,,English,,1000+,Product,unlimited,Сommerce,
654,07.12.2019 15:25:06,27.0,Male,Berlin,Senior,Frontend Developer,7,Javascript / Typescript,75000.0,,25.0,,English,,10-50,Product,unlimited,Tourism,
655,07.12.2019 15:51:26,25.0,Male,Berlin,Senior,Backend Developer,8,Rust,110000.0,5000.0,35.0,6.0,English,Airbnb,1000+,Product,unlimited,Tourism,
656,07.12.2019 17:30:53,34.0,Male,Berlin,Middle,Product Manager,6,Not Relevant,65000.0,0.0,27.0,5.0,English,Zalando,1000+,Product,unlimited,Сommerce,
657,07.12.2019 17:40:25,30.0,Male,Berlin,Senior,Manager,9,.NET,85000.0,3200.0,100.0,0.0,English,,1000+,Product,unlimited,Сommerce,
658,07.12.2019 20:08:08,,Male,Frankfurt,Middle,Data Scientist,7,R,67000.0,8000.0,30.0,2.0,Deutsch,Deutsche Bahn,1000+,Product,unlimited,Transport,
659,07.12.2019 20:13:45,32.0,Female,Berlin,Junior,Data Scientist,1,Python,45600.0,0.0,25.0,0.0,Deutsch,Stackfuel,10-50,Startup,1 year,Education,
660,07.12.2019 20:53:43,30.0,Female,Berlin,Middle,Cloud Platform Engineer,7,AWS,66340.0,0.0,30.0,4.0,English,Scout24,1000+,Product,unlimited,Сommerce,
661,07.12.2019 20:55:14,24.0,Male,Moscow,Middle,Machine Learning Engineer,2,Python,30000.0,,28.0,4.0,Russian,Multimedia ,100-1000,Product,unlimited,Entertainment,
662,07.12.2019 21:43:30,28.0,Male,Berlin,Senior,Data Scientist,5,Python,95000.0,10000.0,30.0,,Deutsch,,100-1000,Product,unlimited,Сommerce,
663,08.12.2019 08:18:03,32.0,Male,Frankfurt,Middle,Data Engineer,10,Not Relevant,68000.0,6800.0,30.0,,English,,50-100,Startup,unlimited,Transport,
664,08.12.2019 08:23:08,38.0,Male,Frankfurt,Senior,Software Architect,15,Java,77000.0,9000.0,25.0,5.0,Deutsch,,1000+,Product,unlimited,Tourism,
665,08.12.2019 09:31:43,,Female,Berlin,Middle,Manager,6,Python,89000.0,8900.0,30.0,15.0,English,Database,1000+,Product,unlimited,Software Development,
666,08.12.2019 11:10:57,29.0,Male,Berlin,Middle,Data Engineer,3,Python,48000.0,,26.0,4.0,English,,100-1000,Startup,unlimited,Finance / Insurance,
667,08.12.2019 11:19:34,29.0,Female,Hamburg,Middle,Machine Learning Engineer,4,Python,60000.0,,28.0,6.0,English,Mobility services,100-1000,Product,unlimited,Transport,
668,08.12.2019 14:22:03,33.0,Male,Cologne,Middle,Data Scientist,3,Python,50000.0,,25.0,,English,,10-50,Startup,more than 1 year,,
